vehicle_id,vehicle_type,make,year,total_km,avg_daily_km,last_oil_change_km,days_since_oil_change,last_oil_filter_change_km,days_since_oil_filter_change,last_fuel_filter_change_km,days_since_fuel_filter_change,last_fuel_pump_change_km,days_since_fuel_pump_change,last_battery_change_km,days_since_battery_change,last_spark_plugs_change_km,days_since_spark_plugs_change,last_shock_absorbers_change_km,days_since_shock_absorbers_change,last_brake_fluid_change_km,days_since_brake_fluid_change,last_brake_pads_change_km,days_since_brake_pads_change,last_tires_change_km,days_since_tires_change,last_coolant_change_km,days_since_coolant_change,last_water_pump_change_km,days_since_water_pump_change,last_radiator_change_km,days_since_radiator_change,last_transmission_fluid_change_km,days_since_transmission_fluid_change,driving_condition,target_days_to_next_maintenance
898,Car,BMW,2003,637503,96,636423,11,636236,14,629294,86,497998,1453,540759,1008,568152,724,625398,129,620878,176,636924,7,622885,153,614525,240,593219,460,510948,1319,566143,743,Urban,69
899,Truck,Mercedes,2007,1180830,220,1178636,10,1179237,6,1139661,187,1058749,555,1150389,138,1135296,207,1107182,335,1145605,160,1166756,64,1153347,125,1130264,230,1096641,383,1132327,221,1109677,323,Urban,47
900,Bus,MAN,2017,745613,312,735913,31,740086,17,723421,71,716977,92,670804,240,722838,73,724981,67,724929,66,732555,42,703133,136,695453,161,635366,353,726767,61,734658,35,Mixed,52
901,Truck,Volvo,2004,1621863,258,1618296,14,1616016,22,1597107,96,1601734,78,1605757,62,1569634,202,1604061,70,1586699,136,1602564,75,1596623,98,1573020,190,1506811,446,1522887,384,1533621,342,Urban,65
902,Bus,Scania,2019,353613,201,345084,42,345860,39,327038,132,187616,826,256386,484,342068,57,267576,427,340986,63,311834,208,328409,126,352472,6,305468,240,234428,593,324674,144,Highway,31
903,Car,Ford,2001,497228,70,488405,126,488259,127,473404,339,415555,1166,406950,1286,430004,960,461852,502,484502,181,481425,228,497156,2,420746,1095,486579,154,327537,2424,415963,1163,Mixed,34
904,Bus,Scania,2020,475878,312,472886,10,471801,13,431882,141,377517,315,421916,173,466161,31,409396,213,457190,60,466242,31,432552,139,443007,106,358974,375,387237,284,454519,68,Highway,53
905,Car,Hyundai,2025,1948,58,0,70,0,33,0,522,0,606,0,45,0,73,0,559,0,961,0,522,0,212,0,1141,0,1250,0,1854,0,1496,Urban,84
906,Car,Honda,2016,363673,133,357125,48,360172,27,335597,210,307869,419,320776,323,287897,569,304965,441,307078,424,317768,345,326397,281,360640,23,358139,42,314011,372,301478,467,Highway,82
907,Car,Hyundai,2017,406014,169,399471,40,403957,11,359216,277,288014,698,293736,665,363645,251,369516,215,380569,151,402352,22,369668,215,387585,110,388316,104,369727,215,323778,487,Urban,53
908,Truck,Mercedes,2020,311570,205,304479,34,302051,47,275371,176,197117,558,292853,92,266778,218,260366,249,265919,223,304479,34,299834,58,279102,159,272223,191,220502,444,295730,77,Urban,77
909,Truck,Volvo,2011,795961,189,787546,44,794586,7,756477,209,690487,558,761752,181,783737,65,792916,16,755635,213,795899,1,767453,150,754643,219,706709,472,694349,537,794731,6,Highway,79
910,Bus,Scania,2009,1517740,315,1517211,2,1517811,0,1479494,121,1423002,301,1425208,293,1474451,137,1458236,189,1517460,1,1494435,74,1505659,39,1451269,211,1410439,341,1433122,269,1439013,250,Urban,54
911,Bus,MAN,2004,1671412,265,1666477,19,1665244,23,1660174,42,1596382,283,1622099,186,1616520,207,1658328,49,1634333,140,1638515,124,1657276,53,1657012,55,1658243,50,1643457,105,1604497,252,Mixed,53
912,Truck,Ford,2025,0,210,0,39,0,19,0,135,0,660,0,41,0,354,0,173,0,31,0,131,0,227,0,315,0,478,0,795,0,237,Urban,79
913,Bus,MAN,2003,2351588,356,2346331,15,2346683,14,2307740,123,2318138,94,2328806,64,2341189,29,2273264,220,2317105,97,2337735,39,2317411,96,2319906,89,2295286,158,2245320,298,2305698,129,Highway,69
914,Bus,Scania,2009,1276016,265,1271371,17,1270697,20,1245450,116,1228885,178,1223690,197,1261476,55,1268797,27,1250670,96,1249099,101,1236520,149,1206272,263,1194137,309,1248749,102,1208917,254,Urban,47
915,Car,Ford,2010,780404,172,773885,38,774049,38,743929,213,620238,931,682373,570,703066,449,768146,72,754130,152,772720,44,748748,184,734170,269,690965,520,602482,1034,738251,245,Highway,41
916,Car,Ford,2005,539249,89,532174,78,532943,71,514888,272,360160,2012,438295,1135,532768,73,509730,331,500497,436,524266,167,498941,452,465920,823,481148,653,465530,828,464579,839,Urban,45
917,Car,Hyundai,2019,230185,130,228004,15,224158,46,205321,192,109695,927,224663,42,193357,284,157824,556,201492,221,196072,262,195897,263,225318,37,216905,101,165213,499,181592,373,Urban,68
918,Truck,Volvo,2009,1347967,282,1343433,16,1345577,8,1339175,31,1273212,265,1335058,46,1287331,215,1336097,42,1304631,153,1304999,153,1326847,75,1299307,173,1284919,223,1320890,96,1302027,163,Mixed,71
919,Truck,Mercedes,2016,567589,211,564592,14,565291,11,549429,86,526233,196,452634,546,529720,180,522787,213,551782,75,551411,76,526419,195,563336,20,472615,450,390310,840,520836,222,Highway,36
920,Car,Ford,2022,91963,93,87636,44,90541,16,75446,178,0,1933,38452,575,58281,361,86122,63,57720,369,59162,352,81224,114,80214,128,7230,911,56929,377,78761,143,Highway,52
921,Truck,Scania,2006,1252539,220,1244108,38,1243850,40,1246582,28,1244193,37,1169950,376,1212723,181,1242937,44,1196796,253,1229831,103,1202849,225,1212052,184,1143035,498,1209783,195,1244421,37,Highway,41
922,Bus,MAN,2025,3206,159,0,22,0,25,0,95,0,225,0,560,0,337,3087,0,0,118,1565,10,0,199,0,485,0,141,0,129,0,427,Urban,49
923,Truck,Scania,2002,1711036,248,1705513,22,1701388,39,1664053,190,1561245,604,1621305,362,1643440,273,1676922,137,1698871,49,1673687,151,1703272,31,1685688,102,1635214,305,1675061,145,1696989,57,Mixed,44
924,Truck,MAN,2024,88601,263,87828,3,87647,4,80604,30,0,403,10820,296,26852,235,52823,136,55327,127,40207,184,30380,222,88419,1,0,415,25051,242,23740,247,Mixed,78
925,Car,Hyundai,2004,545247,86,539243,71,537224,91,516159,340,451850,1085,452311,1079,520547,287,476359,801,489029,653,511043,398,529548,182,475390,812,428798,1354,518382,312,459774,994,Mixed,58
926,Bus,MAN,2020,577600,390,570512,18,573664,10,567522,25,560856,43,463455,293,567940,25,574584,8,533485,113,561354,42,532069,117,559667,46,515557,159,444106,342,538390,101,Highway,73
927,Car,Ford,2024,61536,193,60306,6,54174,38,48146,69,0,516,58824,14,28649,170,19271,219,22769,201,45339,85,6624,284,33891,143,0,340,0,543,0,431,Urban,84
928,Car,BMW,2009,814938,167,809481,32,814487,3,772415,254,767666,283,763902,306,806438,52,801748,79,814393,4,775334,237,768962,276,782079,197,747187,406,651241,979,755439,356,Mixed,45
929,Bus,Iveco,2025,0,348,0,25,0,9,0,36,0,185,0,327,0,138,0,117,0,100,0,102,0,146,0,43,0,101,0,165,0,91,Urban,54
930,Bus,Iveco,2003,1301189,197,1300318,4,1293739,38,1279841,108,1263787,190,1223032,397,1247100,276,1293216,40,1299258,10,1273249,141,1244839,286,1233001,347,1287869,68,1291229,50,1289279,61,Highway,55
931,Car,BMW,2008,422943,81,416392,81,416679,76,405211,219,390739,398,305345,1452,374868,595,403212,245,399839,284,377274,565,368002,677,418077,60,391810,386,413935,111,334315,1096,Urban,55
932,Car,Hyundai,2018,152832,76,148329,58,143999,118,110172,562,61949,1196,90533,823,120031,431,70139,1087,145349,98,142411,138,107551,595,101668,675,47461,1385,103005,656,77204,997,Urban,66
933,Truck,Mercedes,2006,1168018,204,1166320,8,1158671,46,1152739,74,1044494,605,1139745,139,1103458,317,1161152,34,1114321,263,1142003,128,1120042,235,1163867,21,1159952,39,1084248,411,1090176,382,Urban,36
934,Truck,Mercedes,2013,463229,130,454336,69,455979,56,462297,7,295165,1293,357431,814,416117,362,461324,14,437642,197,440886,172,428246,269,415577,366,448257,116,381617,629,415385,368,Highway,57
935,Car,BMW,2011,316421,73,307368,124,311947,63,314537,22,159136,2157,295034,294,278070,527,264876,705,288887,374,299939,223,310545,79,270370,631,314245,29,178147,1895,239469,1056,Highway,48
936,Car,Ford,2003,344024,53,337442,126,340368,70,316991,508,321751,418,322913,396,275018,1307,289216,1035,295158,922,319617,465,312618,594,285156,1109,307976,681,272032,1359,300414,825,Highway,54
937,Car,Toyota,2010,635341,142,627258,57,632316,20,624375,78,536198,700,549213,607,627021,59,599814,251,626151,66,627015,59,634494,7,567944,474,554018,573,523781,785,624288,78,Highway,83
938,Car,Ford,2009,439570,92,438982,6,438153,16,400507,426,317472,1328,329077,1201,395420,480,426510,141,429384,111,402056,407,401269,416,399944,432,350042,974,380028,646,363550,825,Highway,68
939,Truck,Scania,2019,506563,280,498133,30,499034,27,487714,67,380387,450,487052,70,452019,195,438723,242,506323,1,459615,167,488949,63,465678,146,503779,10,444674,221,494657,43,Highway,76
940,Truck,Scania,2020,322764,218,318236,21,318023,22,321121,8,193630,593,260720,284,301060,99,241505,373,298409,112,274437,222,277257,209,304458,84,263587,272,307993,68,306532,75,Highway,82
941,Bus,MAN,2010,688109,152,686544,10,687952,1,665261,149,552481,892,642052,304,620542,445,603740,554,670445,116,656213,210,668773,128,637971,331,647374,268,625725,411,655277,216,Urban,49
942,Bus,Scania,2022,135908,153,128640,48,126225,63,130276,37,54226,534,55488,526,82471,349,47227,579,89683,301,120618,99,76321,389,94192,273,54015,536,77052,384,70075,431,Highway,49
943,Truck,Volvo,2003,1775749,270,1767109,32,1766743,33,1745322,113,1771250,17,1671481,386,1722397,198,1742688,123,1754350,79,1737718,141,1736781,145,1769372,24,1751527,90,1635309,520,1744249,117,Urban,87
944,Car,BMW,2020,257638,172,256150,8,249012,51,251015,38,88814,982,209944,278,214391,251,243040,85,249206,48,251366,37,216444,240,240451,101,155146,596,83856,1010,219340,222,Mixed,48
945,Bus,Iveco,2003,1115870,170,1107982,46,1115164,4,1114775,7,1097953,106,1111025,29,1086302,174,1077211,227,1059298,333,1091834,142,1072105,257,1101631,83,1091038,146,1024217,539,1037775,460,Highway,64
946,Car,Hyundai,2012,281957,73,275235,92,277689,58,269332,173,280994,12,223872,795,206226,1037,203456,1073,231041,697,254191,380,270443,158,244746,510,196085,1176,261511,281,273401,116,Mixed,62
947,Car,Hyundai,2011,305560,73,304793,11,300697,66,266042,540,160586,1985,303287,30,239776,903,261552,605,300957,65,263097,582,260105,622,288697,232,228984,1052,238795,915,287144,254,Urban,86
948,Bus,Scania,2010,908826,203,905177,18,902586,31,885008,117,743355,815,793126,570,856420,258,828068,398,899120,48,875445,164,892659,79,899991,43,899698,45,810253,485,892780,80,Highway,64
949,Bus,Volvo,2000,1165931,155,1157662,53,1165742,0,1135582,197,1078391,565,1146377,127,1128950,238,1155151,70,1158917,46,1143767,143,1145581,131,1146199,127,1058982,690,1139995,168,1145338,132,Mixed,77
950,Truck,Ford,2006,1086164,190,1079259,37,1080138,32,1042730,229,968896,617,1003594,434,1058416,146,1073048,69,1057296,152,1081840,22,1035136,269,1072839,70,1053393,172,927604,834,1084944,6,Highway,42
951,Car,Toyota,2016,420392,157,416311,27,417385,19,409245,71,403396,108,372906,301,341650,501,332153,563,367839,335,406484,88,380038,257,403221,110,408370,77,351916,437,359395,389,Urban,31
952,Car,Hyundai,2009,289348,61,284500,80,286090,56,273827,255,205595,1373,231987,938,258157,510,213182,1247,240569,801,278114,183,276006,218,227991,1006,270445,312,132522,2572,265100,395,Urban,53
953,Truck,Scania,2017,656538,275,649496,26,648202,30,649118,27,606430,182,570981,311,633530,84,581188,274,627902,104,642810,50,643498,47,621545,127,553312,375,654478,7,630628,94,Highway,40
954,Car,Toyota,2000,817365,109,816468,8,811345,56,815195,19,643475,1595,757381,550,745635,657,787593,274,764090,489,800450,156,763121,497,779476,349,791239,239,680939,1250,748292,635,Mixed,32
955,Bus,Iveco,2017,876005,368,867986,22,875389,2,835179,111,835488,110,845006,84,860458,42,797556,213,816747,161,862455,37,820442,151,811029,176,766963,296,798857,209,789006,237,Highway,33
956,Truck,MAN,2025,0,241,23,0,0,31,0,139,0,395,0,252,0,84,0,167,0,67,0,128,0,172,0,27,0,121,0,640,0,11,Mixed,87
957,Bus,Scania,2006,980403,171,980649,0,977149,19,936062,259,852813,747,898640,478,911121,405,970926,55,973933,38,934755,267,964834,90,958997,126,894735,501,913982,388,978643,10,Urban,64
958,Bus,Iveco,2024,101153,339,95413,17,100523,2,95761,16,0,423,42537,173,92147,26,92661,25,65145,106,83170,53,59710,122,69960,92,90631,31,0,328,94053,21,Highway,37
959,Truck,Ford,2000,1891236,252,1886746,17,1883324,31,1875626,62,1763137,508,1843278,190,1868118,92,1805834,338,1870587,82,1871951,76,1837989,211,1848870,168,1818849,287,1721640,673,1883271,31,Urban,77
960,Truck,Scania,2002,690941,100,686559,45,690239,8,680554,104,565416,1255,614266,768,672223,187,640125,508,654155,368,661299,295,656412,346,669048,219,647090,440,687635,33,634672,563,Highway,71
961,Car,BMW,2004,422561,68,414437,121,418868,54,393108,433,359818,922,388842,496,410135,182,384631,561,406893,233,392633,440,372604,735,417142,80,317578,1545,286796,1995,419744,40,Mixed,50
962,Bus,Mercedes,2020,393044,262,389302,15,386107,26,357963,134,385641,28,352861,153,351775,158,362836,115,342245,194,370284,87,371370,82,372592,78,308831,321,328290,247,356547,139,Urban,68
963,Truck,Mercedes,2017,533525,223,524862,39,532089,7,496250,167,399845,599,513827,89,460840,326,522769,48,482404,228,501926,142,479323,243,494221,177,478715,245,363183,764,456514,345,Highway,66
964,Truck,MAN,2023,126943,222,123255,16,123804,14,118969,36,96924,135,20820,478,54713,325,78997,216,111092,72,94563,146,103922,103,121445,25,74766,235,108486,83,70311,255,Urban,40
965,Truck,MAN,2006,568071,100,558455,97,559703,85,554553,136,477941,902,460437,1078,561954,61,509551,585,525071,431,518818,493,550363,177,501603,665,559636,84,463068,1048,556634,116,Highway,36
966,Bus,Scania,2008,837729,165,830710,42,834601,19,789300,294,806738,188,823943,82,797145,246,763301,451,792614,273,825816,72,825548,74,784916,320,813934,144,764375,445,796469,250,Urban,54
967,Bus,Iveco,2015,917483,305,908093,31,915863,5,886073,103,902834,48,825896,300,857088,198,869390,158,859666,189,890010,90,861176,185,879962,123,812880,343,894606,75,883834,111,Mixed,82
968,Bus,Iveco,2003,2407611,364,2403365,12,2402738,14,2405338,6,2360356,130,2341664,181,2372326,97,2399118,23,2388295,53,2398687,25,2354526,146,2374069,92,2336325,196,2402849,13,2395859,32,Highway,38
969,Truck,MAN,2002,1014015,146,1012909,8,1009991,28,994516,134,948535,448,950262,437,1012270,12,970542,297,975883,261,1012646,9,999814,97,969920,301,895440,813,945733,468,929290,581,Mixed,30
970,Bus,Iveco,2000,1921772,256,1921047,3,1916421,21,1901353,81,1900543,83,1863620,227,1852942,269,1884792,144,1875338,181,1873945,187,1919188,10,1883871,148,1842958,308,1890880,121,1901140,81,Mixed,71
971,Bus,Mercedes,2020,330473,231,323890,28,328516,8,302628,121,254723,328,280038,219,285985,192,284460,199,302573,121,287287,187,312053,80,270846,258,319585,48,252073,340,276790,232,Urban,38
972,Bus,Iveco,2003,2042582,310,2041376,4,2038162,14,2012203,98,2034954,25,2006072,118,2040192,8,2016357,85,2022866,64,2012408,98,1997350,146,1963609,255,1961232,263,1884251,511,1960833,264,Highway,56
973,Car,Ford,2022,132286,153,130707,10,125249,46,128681,24,73103,387,115258,111,53763,513,67353,424,96220,235,91926,264,110254,143,71395,397,21228,726,0,1046,59444,476,Highway,41
974,Car,Toyota,2025,5633,69,0,141,1089,67,0,707,0,594,0,1302,0,126,0,971,697,72,0,699,0,651,0,912,424,73,0,512,0,828,Highway,44
975,Car,Toyota,2001,1156788,160,1153598,20,1154775,13,1131570,157,1081091,473,1147380,58,1095416,383,1144076,80,1127708,181,1114922,261,1147528,58,1098306,365,1057644,620,1068393,551,1087511,434,Highway,43
976,Car,Hyundai,2016,238567,90,233402,59,237159,14,204016,383,129867,1208,197762,454,202889,396,233914,50,207267,347,195547,478,203641,390,234262,47,123841,1277,187671,566,234559,45,Urban,57
977,Truck,Scania,2025,6069,262,1503,17,3995,8,0,50,0,358,0,39,1403,18,0,306,0,58,368,22,0,23,0,158,0,157,0,436,0,108,Urban,54
978,Truck,Volvo,2003,1932052,293,1926778,18,1926942,17,1914970,58,1874991,195,1865826,226,1895389,125,1931158,3,1874742,196,1910599,74,1874356,197,1918670,46,1834373,333,1790406,484,1906085,89,Urban,77
979,Car,Honda,2009,813628,169,807422,37,807983,34,794270,115,662516,894,748244,387,808752,29,771323,251,763328,297,765190,286,786785,159,794063,116,785126,169,646946,987,781697,188,Highway,56
980,Bus,Volvo,2014,874437,264,874083,1,873222,5,838642,136,855978,70,798140,289,846177,107,793513,307,834067,152,830237,167,862321,46,797389,292,827373,178,714068,608,814641,227,Mixed,82
981,Car,Hyundai,2023,124274,192,121527,14,122788,8,77668,243,107324,88,25671,513,88016,189,123881,2,91760,169,108225,84,112871,59,54052,365,26219,511,0,799,34930,466,Highway,34
982,Car,Hyundai,2012,536992,135,535559,11,532261,34,516783,151,437986,733,426436,818,527048,73,532118,36,535378,13,504582,240,522158,108,489928,349,427451,811,414128,911,505313,236,Urban,39
983,Bus,MAN,2024,88148,270,80988,26,84304,14,59957,104,0,525,0,439,77513,40,76584,43,51566,135,48554,147,51091,137,42292,170,46556,154,33215,203,56726,116,Mixed,81
984,Truck,Mercedes,2017,379749,156,377833,13,376190,23,369921,63,316565,405,317301,401,372954,44,378126,10,334533,290,337465,271,351763,179,325569,347,345736,218,354964,159,351534,181,Urban,87
985,Bus,Iveco,2006,1935210,340,1931689,10,1929019,18,1889871,133,1820737,337,1923656,34,1866863,201,1919909,45,1886190,144,1930878,13,1884257,150,1922075,39,1895855,116,1865189,206,1848484,255,Urban,60
986,Bus,Scania,2010,1382393,306,1376664,19,1381662,2,1362037,66,1269423,369,1289479,304,1333323,160,1293458,291,1345130,122,1370277,40,1346801,117,1362776,64,1298185,275,1375592,23,1373764,28,Highway,61
987,Car,BMW,2014,443844,134,439233,35,439660,32,435427,63,404697,293,331297,840,374512,517,416038,207,436571,54,415259,214,409611,256,418764,187,359435,630,382083,461,421478,167,Urban,85
988,Truck,MAN,2016,309952,115,305172,42,304111,50,261526,420,237122,633,204106,922,232527,674,248919,530,268546,360,261954,418,299515,92,283250,231,284526,220,291962,157,262513,413,Mixed,65
989,Bus,MAN,2008,1074051,212,1069713,20,1068515,26,1061016,62,997518,360,1044674,139,1072975,6,1030908,203,1061318,60,1035114,184,1068457,26,1043049,146,978284,452,936769,647,994975,372,Highway,66
990,Bus,Mercedes,2019,509162,286,509118,0,501464,27,489447,69,469980,137,474823,120,432824,267,467163,147,473297,126,485222,83,462515,163,483058,92,397929,389,460686,170,492310,59,Urban,36
991,Bus,Scania,2010,1307068,291,1307027,0,1299070,28,1300666,22,1200275,367,1223530,287,1302778,14,1241272,226,1253602,183,1266704,139,1302104,17,1241706,225,1223653,286,1229531,266,1292839,49,Mixed,82
992,Truck,Mercedes,2007,1194674,222,1191439,14,1192949,8,1152203,191,1032691,730,1144093,228,1166742,125,1130719,288,1140046,247,1157926,165,1154003,183,1153301,186,1110628,379,1183075,52,1127918,301,Mixed,81
993,Truck,Mercedes,2022,245230,276,236725,31,238105,26,199748,165,197553,172,230058,55,222614,82,194052,185,198644,169,205745,143,244890,1,235683,35,151669,339,156054,323,210845,124,Mixed,85
994,Bus,Iveco,2005,1234705,205,1230750,19,1234515,2,1204523,147,1127292,524,1174490,294,1234029,4,1219242,75,1176962,281,1215400,94,1210851,116,1189043,223,1222253,61,1153992,394,1164384,343,Highway,69
995,Bus,Mercedes,2011,874439,208,870258,20,872247,10,865894,41,860606,66,808440,318,868961,26,844324,145,851586,109,827818,224,867194,35,844744,143,764973,527,843274,150,792788,393,Highway,88
996,Truck,Ford,2005,1773643,295,1770130,12,1768548,17,1764240,32,1650711,416,1723040,171,1722454,173,1692003,277,1718258,188,1746005,94,1773131,2,1711012,212,1666278,364,1710460,214,1685639,299,Urban,51
997,Truck,MAN,2020,273420,184,265651,42,266713,36,229549,238,161520,608,260633,69,228594,243,253589,109,260039,73,262146,61,228390,245,242320,169,250583,123,270719,15,270035,19,Urban,58
998,Bus,Scania,2017,898537,374,894507,11,893688,13,879900,50,896640,5,801209,260,847208,137,818748,213,874955,63,890543,21,889550,24,828952,186,869672,77,745149,410,886964,31,Urban,69
999,Car,Hyundai,2017,180869,75,178534,31,172145,117,152615,375,14722,2216,176600,55,117653,844,118198,838,153801,358,166024,199,122206,781,154538,351,134013,623,74375,1419,171466,124,Urban,89
1000,Truck,MAN,2021,357740,295,354152,12,353664,14,354352,11,229561,435,302452,187,332826,84,326706,105,352397,18,329134,97,305378,178,331216,91,297795,203,259550,333,274778,281,Urban,42
1001,Truck,Scania,2023,151340,251,148326,12,145905,22,143704,31,130785,82,39111,447,87097,256,106989,177,137598,54,147656,15,130094,85,135917,61,122179,116,33254,471,87811,253,Urban,30
1002,Truck,Scania,2012,1121996,286,1117180,17,1113640,29,1100741,74,1087823,120,1075079,164,1118444,12,1037897,294,1104085,63,1101303,72,1112217,34,1090578,110,1065932,196,1010034,391,1091687,106,Urban,82
1003,Truck,Scania,2007,1157849,215,1150066,36,1157253,2,1120313,174,1057047,469,1150520,34,1090421,314,1142198,73,1121662,168,1127598,141,1102745,257,1099758,270,1144216,63,1039365,552,1070369,407,Mixed,85
1004,Truck,Scania,2014,560367,168,552034,49,553438,41,536771,141,499131,364,548330,71,520623,238,504738,331,534093,156,523151,221,554934,32,540954,116,538706,129,472472,523,489177,424,Mixed,82
1005,Truck,Scania,2019,248981,142,243181,41,247686,9,240010,64,103377,1026,247485,10,181172,478,178378,497,196766,368,239996,64,208108,287,206889,296,163210,605,217615,221,175799,516,Mixed,53
1006,Bus,Volvo,2018,530788,251,523058,31,523029,31,525207,22,387927,569,521517,36,491541,156,527176,14,473589,228,512742,72,494321,145,500522,121,520966,40,376461,615,528233,10,Mixed,30
1007,Bus,Mercedes,2002,1409105,205,1403493,27,1403747,26,1378930,147,1388635,100,1341699,328,1349258,292,1409051,0,1372780,177,1407883,6,1407955,5,1361928,230,1299588,534,1405167,18,1332694,373,Highway,60
1008,Bus,Scania,2004,2263986,359,2255700,23,2259057,14,2259634,12,2251790,34,2184460,222,2191286,203,2188180,211,2227032,103,2224613,110,2235551,79,2214371,138,2171038,259,2172331,255,2220529,121,Highway,32
1009,Car,BMW,2006,892963,155,886493,41,883524,60,853490,254,729335,1056,886631,41,825554,436,868739,156,851072,271,889003,25,877366,100,851730,265,819942,471,734594,1022,829001,412,Urban,40
1010,Bus,Volvo,2019,401014,225,392792,36,394404,29,362738,170,247060,685,283880,520,352557,216,368849,143,370723,134,391874,41,381761,85,352743,215,388004,57,376075,111,348756,232,Urban,57
1011,Truck,Volvo,2022,189780,212,181331,40,184597,24,173309,79,154216,168,71763,557,138896,240,161476,133,137290,248,186646,15,177982,56,121854,320,116470,346,83997,499,126451,299,Mixed,41
1012,Truck,Scania,2003,1469226,223,1461198,36,1465222,18,1421861,213,1351857,527,1411738,258,1398262,318,1394472,335,1433650,160,1423297,205,1436543,146,1392266,345,1364302,470,1314093,696,1394819,334,Urban,55
1013,Car,BMW,2012,545554,139,541305,31,537239,60,518212,197,370693,1258,503529,301,537474,59,498655,337,523946,155,510678,252,507161,277,507368,274,530782,108,507954,270,544231,9,Highway,83
1014,Car,Honda,2010,358657,80,358414,3,353628,63,338231,255,297179,766,247786,1386,335082,295,285002,921,327949,386,347513,140,358602,1,300194,730,332292,331,276684,1023,297759,762,Highway,69
1015,Truck,Scania,2016,794603,296,791265,11,793511,4,768805,87,725569,233,736040,198,775609,64,736096,198,752741,141,773401,71,745364,166,760895,114,776022,63,660036,455,724866,236,Highway,55
1016,Bus,Scania,2020,541609,359,541690,0,537282,12,520762,58,440263,282,463740,217,495949,127,534685,19,511817,83,516818,69,519387,62,488012,149,512395,81,430229,310,455580,240,Mixed,37
1017,Bus,Iveco,2010,1537510,341,1536472,3,1535716,5,1506162,92,1456991,236,1434394,302,1458277,232,1478314,174,1514473,68,1489475,141,1488655,143,1473020,189,1450317,255,1499595,111,1472336,191,Highway,85
1018,Truck,Volvo,2016,688043,252,686263,7,681764,25,670705,69,683424,18,614293,293,628624,235,667764,80,632616,220,644565,173,641727,184,623396,257,598380,356,587170,400,618026,278,Urban,86
1019,Car,Hyundai,2018,168037,83,160541,89,164616,42,137504,365,150684,208,108747,715,155677,150,154040,169,147792,243,164984,36,130720,450,153734,172,147176,251,0,2159,139281,344,Mixed,81
1020,Truck,Ford,2015,605470,203,604135,7,596538,44,564055,204,468206,676,575600,147,576233,144,520022,421,589141,80,581520,118,558741,230,565782,195,553023,257,490402,567,572883,161,Mixed,77
1021,Bus,Iveco,2017,481307,204,473723,37,473540,37,455337,127,421731,292,475686,28,404015,378,441549,194,481103,1,458554,112,432961,237,461833,95,371417,539,414287,328,454324,132,Urban,57
1022,Truck,Scania,2004,1706331,270,1706279,0,1698690,28,1661311,167,1646303,222,1604741,376,1645408,226,1647745,217,1696488,36,1697918,31,1695607,40,1639783,246,1656984,183,1602355,385,1623948,306,Urban,71
1023,Bus,Mercedes,2010,1439394,320,1437813,5,1438550,3,1406685,102,1411587,87,1373478,206,1427975,36,1370908,214,1387607,162,1392843,145,1396496,134,1365151,232,1348111,285,1420094,60,1377704,193,Highway,33
1024,Car,Hyundai,2023,69187,120,67166,17,64026,43,21203,400,0,1182,44354,207,41805,228,0,624,44909,201,30099,326,59426,82,17361,433,12765,471,14204,459,57798,95,Highway,85
1025,Car,Toyota,2009,262835,54,257786,90,253330,178,239282,437,212567,929,260234,50,226623,670,220999,777,248770,260,229564,616,218322,822,255947,126,174507,1636,173280,1658,223510,726,Urban,79
1026,Bus,MAN,2025,94,200,0,37,0,40,0,224,0,40,0,270,0,353,0,111,0,202,0,49,0,79,0,327,0,339,0,346,0,431,Highway,57
1027,Car,BMW,2009,817232,169,814340,17,811295,36,805540,69,739763,458,744955,428,809763,43,748181,407,790542,158,800479,100,797848,115,812849,25,697754,707,772206,267,764776,310,Mixed,50
1028,Truck,Ford,2001,1294276,181,1290974,18,1287370,37,1278804,86,1277701,91,1236509,319,1246457,264,1273414,115,1257465,203,1273868,113,1237541,314,1266045,156,1174865,660,1200669,517,1285049,51,Mixed,83
1029,Truck,MAN,2024,61941,193,52542,49,61901,0,28817,171,0,599,0,471,43483,95,0,328,16080,238,55443,34,33688,146,28387,174,0,450,0,862,0,347,Mixed,42
1030,Car,Toyota,2010,238710,52,231878,132,233352,102,227370,217,115453,2370,139587,1906,160037,1510,204737,652,180171,1125,196857,806,236688,39,166682,1387,226299,240,143405,1832,231872,131,Highway,81
1031,Car,Ford,2004,1202195,191,1197647,24,1193837,44,1194459,41,1091352,581,1116382,450,1127499,391,1162852,206,1183291,99,1156987,237,1149471,276,1148691,280,1133852,358,1085778,609,1171208,162,Urban,56
1032,Bus,Mercedes,2025,5743,175,0,38,5662,1,0,100,0,957,0,89,0,209,0,116,0,247,0,101,0,140,0,200,0,273,0,173,0,467,Highway,41
1033,Car,BMW,2020,240122,159,231283,57,237121,19,231081,57,222379,111,221078,120,160331,501,170980,435,207177,207,237658,15,187521,332,229874,64,222933,108,149161,572,212341,174,Highway,71
1034,Bus,Volvo,2006,1053576,185,1050703,15,1047022,35,1008603,243,892139,872,988037,354,977259,412,1024310,158,1035285,100,1015870,204,1049409,22,1011699,226,987445,358,1013569,216,983358,380,Highway,62
1035,Bus,Mercedes,2005,2072265,346,2066912,16,2064136,24,2050467,63,1995361,222,2036735,103,2002723,201,2070102,6,2014451,167,2062654,28,2056351,46,2017530,158,2012436,173,1969874,296,2035457,106,Mixed,34
